id,created_at,updated_at,fecha,client_id,vencimiento,nota,subsidiary_id,retefuente,reteica,principal,pronto_pago,fecha_pago,facturable,status,uso,valor_pagado,subtotal,total,iva,fecha_fe,category
7447,2022-04-12 22:10:43.422409,2022-05-04 15:55:22.710353,2022-04-13,3078,2022-04-13,,3451,1,,1,0.0,,0,3,1,0,90000.0,90000.0,0.0,2022-04-13,Hogar
6987,2022-02-23 23:13:12.326967,2022-02-24 14:24:17.108941,2022-02-23,606,2022-03-02,,635,1,,1,0.0,,0,3,1,0,48000.0,48000.0,0.0,2022-02-23,Otras Industrias
7448,2022-04-12 22:50:02.374695,2022-04-18 14:53:52.126546,2022-04-13,1454,2022-04-13,,1563,1,,1,0.0,,0,3,1,0,60000.0,60000.0,0.0,2022-04-13,Unidades Residenciales
7205,2022-03-17 14:56:03.944444,2022-04-28 22:35:29.752953,2022-03-17,1307,2022-04-16,,1392,1,,1,0.0,,1,3,2,0,98000.0,116620.0,18620.0,2022-03-17,Otras Industrias
7676,2022-05-18 22:02:19.508837,2022-05-20 18:35:27.909241,2022-05-19,340,2022-05-26,,339,1,,1,0.0,,0,3,1,0,160000.0,160000.0,0.0,2022-05-19,Hogar
7206,2022-03-17 15:37:17.612268,2022-03-18 17:00:22.439877,2022-03-17,921,2022-03-24,,985,1,,1,0.0,,0,3,1,0,45000.0,45000.0,0.0,2022-03-17,Unidades Residenciales
7449,2022-04-12 23:07:10.528862,2022-04-18 14:48:08.398518,2022-04-13,161,2022-04-13,,149,1,,1,0.0,,0,3,1,0,160000.0,160000.0,0.0,2022-04-13,Hogar
7677,2022-05-19 14:27:13.370093,2022-05-20 18:34:12.859852,2022-05-19,1156,2022-05-19,,1232,1,,1,0.0,,0,3,1,0,18700.0,18700.0,0.0,2022-05-19,Otras Industrias
7053,2022-03-02 19:23:49.00755,2022-03-02 20:20:42.133029,2022-03-02,1208,2022-03-09,,1287,1,,1,0.0,,0,3,1,0,12000.0,12000.0,0.0,2022-03-02,Hogar
7450,2022-04-12 23:31:10.119116,2022-04-18 14:52:35.378871,2022-04-13,3076,2022-04-13,,3449,1,,1,0.0,,0,3,1,0,170000.0,170000.0,0.0,2022-04-13,Hogar
7207,2022-03-17 16:04:17.204079,2022-06-06 16:02:49.716804,2022-03-17,1773,2022-04-16,,1378,1,,1,0.0,,1,3,2,0,49500.0,58905.0,9405.0,2022-03-17,Industria de Saud
7451,2022-04-12 23:52:47.0207,2022-04-18 19:13:44.179704,2022-04-12,655,2022-05-12,,686,1,,1,0.0,,1,3,2,0,1665000.0,1981350.0,316350.0,2022-04-13,Unidades Residenciales
12338,2023-10-06 12:33:36.595682,2023-10-09 13:10:10.640756,2023-10-06,3168,2023-10-06,,3551,1,,0,0.0,,0,3,1,0,55000.0,55000.0,0.0,2023-10-06,Unidades Residenciales
12369,2023-10-07 19:10:28.467439,2023-10-31 13:42:42.533857,2023-10-09,279,2023-11-09,,277,1,,1,0.0,,0,2,1,0,240000.0,240000.0,0.0,2023-10-09,Industria de Alimentos
7208,2022-03-17 16:28:50.93103,2022-05-04 16:40:02.027401,2022-03-17,1172,2022-04-16,,1249,1,,1,0.0,,1,3,2,0,162000.0,192780.0,30780.0,2022-03-17,Unidades Residenciales
7679,2022-05-19 16:36:32.717813,2022-06-01 17:36:40.57751,2022-05-19,957,2022-06-18,,1023,1,,1,0.0,,0,3,1,0,150000.0,150000.0,0.0,2022-05-19,Hogar
7452,2022-04-13 14:37:29.963863,2022-04-13 16:42:18.566446,2022-04-13,516,2022-04-13,,533,1,,1,0.0,,0,3,1,0,12000.0,12000.0,0.0,2022-04-13,Otras Industrias
7209,2022-03-17 20:39:36.973146,2022-03-18 17:03:01.621342,2022-03-11,3044,2022-03-25,,3416,1,,1,0.0,,0,3,1,0,150000.0,150000.0,0.0,2022-03-11,Industria de Saud
7453,2022-04-13 15:52:59.524678,2022-05-14 15:49:39.639775,2022-04-18,3048,2022-05-17,,3420,1,,1,0.0,,1,3,2,0,76000.0,90440.0,14440.0,2022-04-18,Industria de Servicos
7681,2022-05-19 19:36:48.77369,2022-05-20 19:04:08.725953,2022-05-19,3107,2022-05-19,,3486,1,,1,0.0,,0,3,1,0,54000.0,54000.0,0.0,2022-05-19,Industria de Saud
7210,2022-03-17 21:03:16.158953,2022-04-11 20:56:39.8549,2022-03-18,333,2022-04-18,,331,1,,1,0.0,,1,3,2,0,432000.0,514080.0,82080.0,2022-03-18,Otras Industrias
7056,2022-03-03 13:49:19.325637,2022-03-03 16:05:35.190983,2022-03-03,3019,2022-03-10,,3386,1,,1,,,0,1,1,0,65200.0,65200.0,0.0,2022-03-03,Industria de Alimentos
7212,2022-03-17 21:21:54.298526,2022-04-11 20:06:19.453453,2022-03-18,3030,2022-03-25,,3398,1,,1,0.0,,0,3,1,0,54000.0,54000.0,0.0,2022-03-18,Hogar
7455,2022-04-13 17:20:07.565944,2022-04-18 19:09:00.936532,2022-04-18,655,2022-04-18,,686,1,,1,0.0,,0,3,1,0,50000.0,50000.0,0.0,2022-04-18,Unidades Residenciales
7454,2022-04-13 16:13:20.816047,2022-07-15 21:47:35.511639,2022-04-18,370,2022-05-18,,374,1,,1,0.0,,1,3,2,0,189000.0,224910.0,35910.0,2022-05-03,Industria Hotelera
7680,2022-05-19 17:00:52.884715,2022-07-21 16:37:02.292003,2022-05-19,3106,2022-06-02,"La señora no acepto realizar el segundo control, por lo tanto no realizará otro pago. ATT Maryu. 2ago2022 Perdida DNB",3485,1,,1,0.0,,0,5,1,0,130000.0,130000.0,0.0,2022-05-19,Hogar
7211,2022-03-17 21:14:32.436659,2022-04-27 14:50:58.529797,2022-03-18,78,2022-04-18,,64,1,,1,0.0,,1,3,2,0,280000.0,333200.0,53200.0,2022-03-18,Otras Industrias
7683,2022-05-19 22:17:02.791442,2022-05-20 19:19:30.742019,2022-05-20,2454,2022-06-03,,2678,1,,1,0.0,,0,3,1,0,106600.0,106600.0,0.0,2022-05-20,Unidades Residenciales
7057,2022-03-03 14:40:40.349034,2022-03-03 15:53:43.7707,2022-03-03,1897,2022-03-17,,2064,1,,1,0.0,,0,3,1,0,16830.0,16830.0,0.0,2022-03-03,Industria de Saud
7456,2022-04-13 23:37:13.131322,2022-04-18 19:10:15.520473,2022-04-18,1658,2022-04-30,ABONAR $130.000,1815,1,,1,0.0,,0,3,1,0,180000.0,180000.0,0.0,2022-04-18,Hogar
7684,2022-05-19 22:55:47.007064,2022-05-20 19:20:28.095036,2022-05-20,2211,2022-05-20,,2411,1,,0,0.0,,0,3,1,0,55000.0,55000.0,0.0,2022-05-20,Unidades Residenciales
7214,2022-03-17 21:50:34.711721,2022-03-29 22:38:56.273148,2022-03-18,321,2022-04-18,,319,1,,1,0.0,,1,3,2,0,112100.0,133399.0,21299.0,2022-03-18,Unidades Residenciales
7458,2022-04-18 14:29:33.850117,2022-05-02 17:38:44.38719,2022-04-18,1266,2022-05-18,,1347,1,,1,0.0,,1,3,2,0,382200.0,454818.0,72618.0,2022-04-18,Unidades Residenciales
7685,2022-05-19 23:31:42.63689,2022-06-01 17:40:29.507054,2022-05-20,92,2022-06-20,,80,1,,1,0.0,,1,3,2,0,254125.0,302408.75,48283.75,2022-05-23,Unidades Residenciales
7457,2022-04-18 14:16:16.544637,2022-06-10 15:01:28.109726,2022-04-18,1664,2022-05-17,,2270,1,,1,0.0,,1,3,2,0,30580.0,36390.2,5810.2,2022-04-18,Industria de Servicos
6879,2022-02-14 20:53:00.526428,2022-03-15 19:11:58.484407,2022-02-15,460,2022-03-15,,476,1,,1,0.0,,1,3,2,0,205200.0,244188.0,38988.0,2022-02-16,Unidades Residenciales
7459,2022-04-18 14:31:36.699454,2022-06-03 18:06:28.267971,2022-04-18,549,2022-05-18,,573,1,,1,0.0,,1,3,2,0,16830.0,20027.7,3197.7,2022-04-18,Otras Industrias
7215,2022-03-17 22:01:11.298123,2022-06-06 16:03:30.962132,2022-03-18,1773,2022-04-18,,1375,1,,1,0.0,,1,3,2,0,49500.0,58905.0,9405.0,2022-03-18,Industria de Saud
7528,2022-04-26 16:04:51.835348,2022-05-20 16:13:19.370562,2022-04-27,126,2022-05-10,,114,1,,1,0.0,,1,3,2,0,175000.0,208250.0,33250.0,2022-05-02,Unidades Residenciales
7460,2022-04-18 16:33:16.842626,2022-05-24 17:12:15.017524,2022-04-18,694,2022-05-18,,782,1,,1,0.0,,1,3,2,0,371000.0,441490.0,70490.0,2022-04-18,Otras Industrias
7687,2022-05-20 16:02:29.949967,2022-06-11 16:03:40.619062,2022-05-20,1657,2022-06-20,,1813,0,,1,0.0,,1,3,2,0,190000.0,226100.0,36100.0,2022-05-23,Otras Industrias
7461,2022-04-18 16:44:10.758629,2022-04-18 19:24:56.701625,2022-04-18,1878,2022-04-18,,2044,1,,1,0.0,,0,0,1,0,30000.0,30000.0,0.0,2022-04-18,Unidades Residenciales
7217,2022-03-17 22:47:55.052758,2022-05-17 22:08:49.755217,2022-03-18,1868,2022-04-18,,2034,1,,1,0.0,,1,3,2,0,190000.0,226100.0,36100.0,2022-03-24,Industria de Alimentos
7213,2022-03-17 21:36:11.285963,2022-07-25 21:50:29.637474,2022-03-18,555,2022-04-18,,579,1,,1,0.0,,1,3,2,0,135000.0,160650.0,25650.0,2022-03-18,Otras Industrias
9796,2022-12-29 23:59:27.976096,2023-02-15 23:28:10.378787,2022-12-30,430,2023-01-30,,446,1,,1,0.0,,1,3,2,0,198000.0,235620.0,37620.0,2023-01-06,Industria de Alimentos
7218,2022-03-18 14:52:20.845408,2022-04-22 16:37:03.903555,2022-03-18,391,2022-04-18,,398,1,,1,0.0,,1,3,2,0,69320.0,82490.8,13170.8,2022-03-18,Otras Industrias
7462,2022-04-18 17:04:38.0339,2022-05-10 14:24:58.616783,2022-04-18,1446,2022-05-18,,1555,1,,1,0.0,,0,3,1,0,108000.0,108000.0,0.0,2022-04-18,Industria de Alimentos
7655,2022-05-17 14:30:14.622327,2022-05-20 19:05:04.851155,2022-05-17,538,2022-05-17,,562,1,,0,0.0,,0,3,1,0,50000.0,50000.0,0.0,2022-05-17,Unidades Residenciales
7651,2022-05-16 22:07:26.735884,2022-05-20 19:18:20.916727,2022-05-16,2454,2022-05-31,,2678,1,,1,0.0,,0,3,1,0,110000.0,110000.0,0.0,2022-05-16,Unidades Residenciales
7060,2022-03-03 20:06:35.204807,2022-03-03 20:31:32.206912,2022-03-03,1999,2022-03-23,,2173,1,,1,0.0,,0,3,1,0,30000.0,30000.0,0.0,2022-03-03,Otras Industrias
6175,2021-11-23 16:02:07.772857,2022-03-18 15:17:43.101053,2021-11-23,2868,2021-12-23,,3215,1,,1,0.0,,0,3,1,0,233500.0,233500.0,0.0,2021-11-23,Industria de Servicos
7463,2022-04-18 19:26:32.067182,2022-04-20 13:31:37.196422,2022-04-18,1658,2022-04-18,,1815,1,,1,0.0,,0,3,1,0,30000.0,30000.0,0.0,2022-04-18,Hogar
7220,2022-03-18 15:25:23.519664,2022-03-23 19:30:26.699719,2022-03-18,239,2022-04-08,,232,1,,1,0.0,,0,3,1,0,60000.0,60000.0,0.0,2022-03-18,Unidades Residenciales
7464,2022-04-18 21:07:57.806217,2022-04-18 21:18:21.384207,2022-04-13,1174,2022-04-13,,1252,1,,1,0.0,,0,3,1,0,28000.0,28000.0,0.0,2022-04-13,Industria de Servicos
7690,2022-05-20 21:39:28.426724,2022-06-15 14:04:52.151301,2022-05-20,599,2022-06-20,,628,1,,1,0.0,,1,3,2,0,141410.0,168277.9,26867.9,2022-05-23,Unidades Residenciales
7221,2022-03-18 15:33:33.278774,2022-03-23 16:27:55.387584,2022-03-18,239,2022-04-01,,232,1,,1,0.0,,0,3,1,0,60000.0,60000.0,0.0,2022-03-18,Unidades Residenciales
